web-scraper-order,web-scraper-start-url,product,product-href,product_name,product_rating,rating_amount,price,product_sold,condition,unit_weight,category,store_name,store_rating,store_location,description,image_1-src
"1661859556-642","https://www.tokopedia.com/search?navsource=&page=19&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Colorfit Fresh Matte Lip Ink Matte Lip Cream BPOMRp60.000CashbackSurabayaMiracle Garage5.0Terjual 3","https://www.tokopedia.com/miraclegarage/wardah-colorfit-fresh-matte-lip-ink-matte-lip-cream-bpom-energy-shot?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Colorfit Fresh Matte Lip Ink Matte Lip Cream BPOM - Energy Shot","5","(2 rating)","Rp60.000","Terjual 3","Baru","10 Gram","Lip Cream","Miracle Garage","4.9","Kota Surabaya","harga untuk 1 matte Lip ink

kondisi baru,  original  dan BPOM

Warna Nomor

01 Energy Shot
02 Smart Cookie
03 High Rise

05 Soul mover
06 Hyped Up
07 Busy Bee
08 Go Getter","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/10/14/32410430-9b0c-495d-9b2e-790ee9f4e339.jpg.webp?ect=4g"
"1661859546-641","https://www.tokopedia.com/search?navsource=&page=19&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Instaperfect Mattesetter Lip Matte Paint/Lip Cream InstaperfectRp71.825Kab. BekasiWardahBeauty Shop5.0Terjual 24","https://www.tokopedia.com/beautyshopwardah/wardah-instaperfect-mattesetter-lip-matte-paint-lip-cream-instaperfect-glee?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Instaperfect Mattesetter Lip Matte Paint/Lip Cream Instaperfect - Glee","5","(9 rating)","Rp71.825","Terjual 24","Halal","Baru","null","WardahBeauty Shop","4.9","Kab. Bekasi","Wardah Instaperfect Mattesetter Lip Matte Paint

Formula new velvety texture Sempurnakan riasan makeupmu dengan sentuhan warna lipstick yang memukau.

One swipe perfection For Your Unstoppable Move dengan hasil matte yang mewah dari Wardah Instaperfect Mattesetter Lip Matte Paint!

Formula new velvety texture yang terkandung di dalamnya membuat tekstur bibirmu menjadi halus dan lembut saat pertama kali oles. Selain itu, kandungan avocado dan jojoba oil-nya tidak akan membuat bibir kering.

Varian :
01 Glee
02 Dear
03 Chic
04 Vibe
05 Hype
06 Flair
07 Dazzle
08 Edge
09 Icon","https://images.tokopedia.net/img/cache/100-square/product-1/2019/1/3/2362307/2362307_8a12bdfb-267c-45bb-ba12-09761ac81860_720_720.jpg.webp?ect=4g"
"1661864962-745","https://www.tokopedia.com/search?navsource=&page=17&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","NYX - Soft Matte Lip CreamRp100.000CashbackJakarta TimurNeobeautystorage5.0Terjual 1","https://www.tokopedia.com/neobeautystorage/nyx-soft-matte-lip-cream?extParam=ivf%3Dfalse%26src%3Dsearch","NYX - Soft Matte Lip Cream","5","(1 rating)","Rp100.000","Terjual 1","Baru","50 Gram","Lip Cream","Neobeautystorage","4.8","Jakarta Timur","available :
Amsterdam
Stockholm
Antwerp
Tokyo
Istanbul
Addis Ababa
Buenos Aires
Milan
Sydney 
Prague
Cannes","https://images.tokopedia.net/img/cache/100-square/product-1/2016/8/19/800471/800471_8ecdb972-0881-48e4-8dc0-8750546435b8.jpg.webp?ect=4g"
"1661867220-907","https://www.tokopedia.com/search?navsource=&page=6&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Colorfit Last All Day Lip PaintRp23.000CashbackJakarta Baratdearlily4.9Terjual 29","https://www.tokopedia.com/dearlilyid/wardah-colorfit-last-all-day-lip-paint-02eternalsunset?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Colorfit Last All Day Lip Paint - 02EternalSunset","4.9","(9 rating)","Rp23.000","Terjual 29","Baru","150 Gram","Lip Cream","dearlily","4.8","Jakarta Barat","01 Peach Till Drop
02 Eternal Sunset
03 Stick To Latte
04 Brownderlast
05 Stay Russet
06 Infinite Coral
07 Brick On
08 Red Repeat
09 Timeless Rose
10 Forever Mauve
11 Everlast Pink
12 Berry Lasting","https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/7/1/d34b4edf-fced-4db0-9297-54004781a781.jpg.webp?ect=4g"
"1661858850-583","https://www.tokopedia.com/search?navsource=&page=20&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","MAYBELLINE Super Stay Matte Ink Lip Cream 230 TransformerRp125.000CashbackBogorClara Beauty Store5.0Terjual 9","https://www.tokopedia.com/clarabs/maybelline-super-stay-matte-ink-lip-cream-230-transformer?extParam=ivf%3Dfalse%26src%3Dsearch","MAYBELLINE Super Stay Matte Ink Lip Cream 230 Transformer","5","(4 rating)","Rp125.000","Terjual 9","Baru","100 Gram","Lip Cream","Clara Beauty Store","4.9","Kota Bogor","Original
No 230 Transformer

Matte Liquid Lipstick deangan ink formula yang intens tahan hingga 16 jam.
* Dengan aplikator arrow yang unik dan sangat mudah digunakan
* Warna-warni memukau super pigmented
* Ink formula untuk hasil warna matte intense, tahan super lama hingga 16 jam","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/2/17/be519050-92aa-44bc-93f1-cfb43206fc3f.jpg.webp?ect=4g"
"1661860018-676","https://www.tokopedia.com/search?navsource=&page=18&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","nyx simply lip creamRp95.000GrosirDepokpalupi toserba muslimah5.0","https://www.tokopedia.com/palupi-tm/nyx-simply-lip-cream?extParam=ivf%3Dfalse%26src%3Dsearch","nyx simply lip cream","5","(4 rating)","Rp95.000","Terjual 8","Baru","20 Gram","Lip Cream","palupi toserba muslimah","4.8","Kota Depok","lipstik nyx original... harga termurah dg kualitas terbaik... yuk diorder selagi persediaan masih ada

ready 
simply red: 
-candy apple
-seduction
-leading lady
-maraschino

simply vamps:
-bewitching 
-covet

simply nude:
-sable
-exposed

simply pink:
-xoxo (sold out)
-french kiss
-enchanted
-flushed
-primrose
-first base","https://images.tokopedia.net/img/cache/100-square/product-1/2016/2/24/22076278/22076278_68149788-3a4f-47df-9045-e844f9bd9f14.jpg.webp?ect=4g"
"1661864952-744","https://www.tokopedia.com/search?navsource=&page=17&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","MAYBELLINE SENSATIONAL LIQUID MATTERp65.000Bekasisun flower cosmetik5.0Terjual 3","https://www.tokopedia.com/sfcosmetik/maybelline-sensational-liquid-matte?extParam=ivf%3Dfalse%26src%3Dsearch","MAYBELLINE SENSATIONAL LIQUID MATTE","5","(2 rating)","Rp65.000","Terjual 3","Baru","100 Gram","Lip Cream","sun flower cosmetik","4.9","Kota Bekasi","Lip cream dengan hasil akhir matte dengan 10 pilihan warna yang cocok untuk warna kulit perempuan Indonesia.
Lip cream dengan hasil instant matte yang cantik, bikin hari-hari kamu lebih berwarna! Tersedia dalam 10 pilihan warna.
Formula ringan, 30 detik langsung matte Cocok untuk warna kulit perempuan Indonesia!

Aplikasikan lip cream di area bibir secara merata, tunggu beberapa saat hingga formulanya melekat sempurna!

READY STOCK
No. 04
No. 05
No. 06
No. 09

Mohon selalu tanya stock.
varian tidak dicantumkan kami kirim random.","https://images.tokopedia.net/img/cache/100-square/product-1/2020/5/19/5738657/5738657_5a43566a-eeae-41f2-92ad-88dcb121a5bf_1008_1008.jpg.webp?ect=4g"
"1661867433-920","https://www.tokopedia.com/search?navsource=&page=4&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","New NYX HeroS7 Mangga Ice CreamRp85.000CashbackJakarta BaratCristopher Vaping5.0Terjual 30+","https://www.tokopedia.com/cristophervaping/new-nyx-heros7-mangga-ice-cream-grapepech?extParam=ivf%3Dfalse%26src%3Dsearch","New NYX HeroS7 Mangga Ice Cream - GrapePech","5","(20 rating)","Rp85.000","Terjual 30+","Baru","90 Gram","Lip Cream","Cristopher Vaping","4.9","Jakarta Barat","Produk BerpitaCukai 

NYX PODSFRIENDLY Hero R57 

Flavor : 
- Mango Raspberry Ice Cream
- Grape peach Ice Cream
- Grape Apple Ice Cream
- Lychee Ice Cream

Vol : 30mℓ","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/11/fe2a3d88-617c-4a92-95e4-2d00419bf463.jpg.webp?ect=4g"
"1661859055-603","https://www.tokopedia.com/search?navsource=&page=20&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","NYX Soft Matte Lip Cream NEW SHADE Lipstik OmbreRp100.000CashbackKab. BekasiSentral Jaya Grosir5.0Terjual 8","https://www.tokopedia.com/sjgrosir/nyx-soft-matte-lip-cream-new-shade-lipstik-ombre?extParam=ivf%3Dfalse%26src%3Dsearch","NYX Soft Matte Lip Cream NEW SHADE Lipstik Ombre","5","(1 rating)","Rp100.000","Terjual 8","Baru","50 Gram","Lip Cream","Sentral Jaya Grosir","5.0","Kab. Bekasi","""NYX Soft Matte Lip Cream NEW SHADE 

ORIGINAL USA 100%

READY STOCK:

Rome 

Dubai

Berlin 

Budapest

Madrid 

Paris 

Manila

San Juan

Seoul - 

Havana -

Vancouver

Moscow - 


READY STOCK & 100RIGINAL

Limited stock, Hurry UP girls!!!!

Please cek ketersediaan stok dulu ya Kak sebelum melakukan pemesanan
Selamat berbelanja :)

Salam,
Nadia

Slip into something seductive with NYX Cosmetics' Lip Lingerie Liquid Lipstick, a weightless liquid lipstick with a plush matte finish. Available in a range of color-kissed nudes, each sultry shade will coat the curves of your lips with irresistibly creamy color.""","https://images.tokopedia.net/img/cache/100-square/product-1/2019/7/24/37922147/37922147_1c78b996-39c8-460d-8ed3-a7dd4f11819d_1080_1080.webp?ect=4g"
"1661866900-887","https://www.tokopedia.com/search?navsource=&page=10&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Lipcream wardah exclusive matte hrg grosir super murah10 berry prettyRp37.000CashbackBekasiSAUDARA _shop5.0Terjual 5","https://www.tokopedia.com/saudarashop/lipcream-wardah-exclusive-matte-hrg-grosir-super-murah10-berry-pretty-10-berry-pretty?extParam=ivf%3Dfalse%26src%3Dsearch","Lipcream wardah exclusive matte hrg grosir super murah10 berry pretty - 10 berry pretty","5","(1 rating)","Rp37.000","Terjual 4","Baru","30 Gram","Lip Cream","SAUDARA _shop","4.9","Kota Bekasi","kami menjual product 100% original dengan harga yang sangat affordable, kami akan memberikan solusi untuk Skincare dan Makeup. So come follow, chat, buy, and do self care!!
Semua Product dijamin Original 100%, jika palsu kami akan ganti uang kamu
Semua Product Ready Stock, siap antar ke semua wilayah Indonesia
Packing dengan FREE BUBBLE WRAP tebal
Chat fast respons
Pengiriman setiap hari

JANGAN TERGIUR HARGA MURAH  PASTIKAN BELI YG ORIGINAL 
UNTUK TAMPIL CANTIK JANGAN SEMBARANGAN KOSMETIK.. Wardah Exclusive Matte Lip Cream with colour binding pigments & Enriched Vitamin E soft matte intense luxurious finish.

pilihan warna
01 Red-dicted
02 Fuschionately
03 See you latte
04 Pink Me
05 Speachless
06 Feeling Red
07 Hello Ruby
08 Pinkcredible
09 Mauve On
10 Berry Pretty
11 Oh So Nude
12 Plum It Up
13 Fruit Punch
14 Honey Bee
15 pinky Plumise
16 heartbeet
17 rosy cheek
18 saturdate night","https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/6/25/0ad35a2e-ec3e-4b67-bbb2-db359f7cc6b9.jpg.webp?ect=4g"
"1661859883-666","https://www.tokopedia.com/search?navsource=&page=19&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","wardah Lip creamRp50.000Kab. TangerangMermaid1235.0Terjual 6","https://www.tokopedia.com/mermaid123/wardah-lip-cream?extParam=ivf%3Dfalse%26src%3Dsearch","wardah Lip cream","5","(5 rating)","Rp50.000","Terjual 6","Halal","Baru","null","Mermaid123","5.0","Kab. Tangerang","ORIGINAL DIJAMIN 1000%
Wardah Exclusive Matte Lip Cream terbaru dengan 18 pilihan warna yang menarik buat kamu. 

-01 Red-dicted
-02 Fuschionately (READY)
-03 See You Late
-04 Pink Me
-05 Speachless
-06 Feeling Red
-07 Hello Ruby
-08 Pinkredible (READY MELIMPAH SIS)
-09 Mauve On ( BEST SELLER)
-10 Berry Pretty
-11 Oh so Nude
-12 Plum It Up
-13 Fruit punch
-14 My honey bee
-15 Pinky plumise
- 16 Heartbeet (NEW)
- 17 Rosy cheek (NEW)
- 18 Saturdate night (NEW)

Harap tinggalkan pesan untuk kami agar kami memenuhi sesuau pesanan yg anda pilih Happy shoping","https://images.tokopedia.net/img/cache/100-square/product-1/2020/4/1/8059956/8059956_2b753420-c0ec-4d1c-a265-4d6e6c454923_1072_1072.jpg.webp?ect=4g"
"1661865045-753","https://www.tokopedia.com/search?navsource=&page=17&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Exclusive Matte Lip Cream No.14Rp36.00024%Rp47.100Jakarta BaratBurma Cosmetic5.0Terjual 3","https://www.tokopedia.com/burmacosmetic/wardah-exclusive-matte-lip-cream-no-14?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Exclusive Matte Lip Cream No.14","5","(3 rating)","Rp36.000","Terjual 3","Halal","Baru","null","Burma Cosmetic","4.9","Jakarta Barat","CHAT TERLEBIH DAHULU UNTUK KETERSEDIAAN STOCK","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/10/26/2dd5fd22-435a-4f75-9db3-e1d7af1e8b6d.jpg.webp?ect=4g"
"1661858890-587","https://www.tokopedia.com/search?navsource=&page=20&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Colorfit Velvet Matte Lip Mousse All Color Lipstik TERMURAHRp69.000Jakarta TimurMartois4.7Terjual 20","https://www.tokopedia.com/martois/wardah-colorfit-velvet-matte-lip-mousse-all-color-lipstik-termurah?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Colorfit Velvet Matte Lip Mousse All Color Lipstik TERMURAH","4.7","(6 rating)","Rp69.000","Terjual 20","Halal","Baru","null","Martois","4.7","Jakarta Timur","Wardah Colorfit Velvet Matte Lip Mousse

Lip cream halal yang nyaman dan long lasting di bibir untuk setiap aktivitas. Memiliki finishing Comfort Matte (hasil akhir matte namun tidak terasa lengket dan kering ataupun membuat bibir tampak pecah-pecah). Dilengkapi dengan inovasi tesktur baru Velvet Powdery, yang terasa lembut, ringan dan lembab di bibir.

Dilengkapi dengan inovasi tekstur baru velvet powdery yang terasa lembut, ringan, dan lembab di bibir

Varian warna:

01 Brown Dreamer (warna nude coklat-pink)
02 Joyful Orange (warna peach)
03 Rose Ballerina (warna nude pink)
04 Pink Sweetheart (warna medium pink)
05 Artisan Mauve (warna mauve)
06 Fuchsia Lover (warna pink fuchsia)
07 Red Pioneer (warna merah)
08 Brown Creator (warna medium coklat)

Noted : tanyakan terlebih dahulu untuk ketersediaan nomor lipsticknya & untuk pemesanan dicantumkan nomor lipstick yang dipesannya

PESAN WARNA YANG KOSONG AKAN DIKIRIM RANDOM.
Jangan lupa tulis warna yang diinginkan di keterangan saat order","https://images.tokopedia.net/img/cache/100-square/product-1/2019/12/20/36543303/36543303_f773e890-2132-4e8b-a79b-89ef3c071c94_1080_1080.webp?ect=4g"
"1661859468-635","https://www.tokopedia.com/search?navsource=&page=19&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Exclusive Matte Lip Cream 02 Fuschionately 4gRp59.000Jakarta TimurFreuty Beauty5.0Terjual 2","https://www.tokopedia.com/freutybeauty/wardah-exclusive-matte-lip-cream-02-fuschionately-4g-1e39?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Exclusive Matte Lip Cream 02 Fuschionately 4g","5","(2 rating)","Rp59.000","Terjual 2","Halal","Baru","null","Freuty Beauty","4.8","Jakarta Timur","Lipstik Wardah Exclusive Matte Lip Cream 02 Fuschionately 4g

Wardah Exclusive matte adalah wardah kosmetik terbaik. Berbentuk cair (liquid) yang ringan dan lembut pada bibir Anda. Memberikan warna kulit yang lebih merata, powdery (matte) dan cover yang dapat bertahan sepanjang hari. Tersedia dalam pilihan warna Fuschionately yang disesuaikan dan cocok untuk bibir anda.
Inovasi Lushlip Liquid dengan tekstur cream lembut untuk aplikasi sekali oles dengan warna merata. Kandungan Colorbinding Pigments di dalamnya memberikan matte finish intens yang tahan lama.","https://images.tokopedia.net/img/cache/100-square/product-1/2020/3/11/76540374/76540374_bd99138e-15ac-436e-9bfb-321354e7243b_1080_1080.webp?ect=4g"
"1661857974-559","https://www.tokopedia.com/search?navsource=&page=20&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Exclusive Matte Lip Cream Original Lipcream LipstickRp49.439CashbackPontianakOmas5.0Terjual 2","https://www.tokopedia.com/thomzas94/wardah-exclusive-matte-lip-cream-original-lipcream-lipstick?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Exclusive Matte Lip Cream Original Lipcream Lipstick","5","(2 rating)","Rp49.439","Terjual 2","Baru","20 Gram","Lip Cream","Omas","4.7","Kota Pontianak","Wardah Exclusive Matte Lip Cream
100% ORIGINAL ( NO KW )
ada nomor BPOM tertera di kemasan

PILIHAN WARNA :
01. RED DICTED
02. FUSCHIONATELY
03. SEE YOU LATTE
04. PINK ME
05. SPEACHLESS
06. FEELING RED
07. HELLO RUBY
08. PINKCREDIBLE
09. MAUVE ON!
10. BERRY PRETTY
11. OH SO NUDE! 
12. PLUM IT UP 
13. FRUIT PUNCH 
14. MY HONEY BEE 
15. PINKY PLUMISE
16. HEART BEET - NEW SHADE 
17. ROSY CHEEK - NEW SHADE
18. SATURDATE NIGHT - NEW SHADE

#wardah #lipcream #liptint #lipstick #matte #mayyelipcream #wardahlip #wardahlipcream #cosmetic #kosmetikbibir #lipcosmetic","https://images.tokopedia.net/img/cache/100-square/product-1/2021/4/3/1603812/1603812_a9a04277-6b62-4494-bcec-2f407bc1569b.jpg.webp?ect=4g"
"1661867490-923","https://www.tokopedia.com/search?navsource=&page=3&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","L'OREAL Rouge Signature Wild Nudes 150 I DominateRp132.00018%Rp160.000Kab. TangerangWatsons Indonesia4.9Terjual 22","https://www.tokopedia.com/watsons/l-oreal-rouge-signature-wild-nudes-150-i-dominate?extParam=ivf%3Dfalse%26src%3Dsearch","L'OREAL Rouge Signature Wild Nudes 150 I Dominate","4.9","(12 rating)","Rp132.000","Terjual 22","Baru","300 Gram","Lip Cream","Watsons Indonesia","4.9","Kab. Tangerang","LOREAL PARIS Rouge Signature Wild Nudes 150 I Dominate
WARNA BARU pilihan warna nude yang cocok untuk semua warna kulit wanita Indonesia! Tekstur ringan dengan hasil matte yang terasa ringan dan warna yang sangat intens. Mengisi bibir dengan pigmentasi tinggi, hasil matte dan tahan lama.

Tekstur yang lebih ringan, warna lebih intens : Rouge Signature merupakan lipstik dengan tekstur ringan dengan hasil matte yang memiliki pigmentasi tinggi dan sensasi bare-lip .Lipstik yang sangat nyaman dan lebih tahan lama ini membuat bibir lebih sehat dengan warna yang cantik. Temukan warna signature-mu dari banyak pilihan warna yang tersedia.


Cara pemakaian
Step 1: Pilih Rouge Signature Matte Liquid Lipstick sesuai warna kesukaanmu. Gunakan mulai dari cuping bibir ke sekitar garis bibir, lalu ratakan warna ke seluruh bagian bibir.
Step 2: Ulangi cara pakai pada bibir bagian bawah

Komposisi
AQUA / WATER / EAU DIMETHICONE OCTYLDODECANOL ISODODECANE BUTYLENE GLYCOL ALCOHOL ACRYLATES/POLYTRIMETHYLSILOXYMETHACRYLATE COPOLYMER CETYL PEG/PPG-10/1 DIMETHICONE TRIMETHYL PENTAPHENYL TRISILOXANE DISTEARDIMONIUM HECTORITE POLYGLYCERYL-4 ISOSTEARATE MAGNESIUM SULFATE PHENOXYETHANOL PROPYLENE CARBONATE SYNTHETIC FLUORPHLOGOPITE PEG/PPG-18/18 DIMETHICONE ALUMINA DISODIUM STEAROYL GLUTAMATE ALUMINUM HYDROXIDE LINALOOL PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE TOCOPHEROL PARFUM / FRAGRANCE +/- MAY CONTAIN / PEUT CONTENIR CI 77891 / TITANIUM DIOXIDE CI 77491, CI 77492, CI 77499 / IRON OXIDES CI 45410 / RED 28 LAKE CI 15850 / RED 7 CI 45380 / RED 22 LAKE CI 15985 / YELLOW 6 LAKE CI 42090 / BLUE 1 LAKE CI 19140 / YELLOW 5 LAKE","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/18/fd7d42fb-e34a-4106-9515-fb233212a86b.jpg.webp?ect=4g"
"1661866814-881","https://www.tokopedia.com/search?navsource=&page=11&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","exclusive matte lips wardah hello ruby 07 promo asliRp49.000CashbackJakarta UtaraCantik Manjja5.0Terjual 1","https://www.tokopedia.com/cantikmanjja/exclusive-matte-lips-wardah-hello-ruby-07-promo-asli?extParam=ivf%3Dfalse%26src%3Dsearch","exclusive matte lips wardah hello ruby 07 promo asli","5","(1 rating)","Rp49.000","Terjual 1","Halal","Baru","null","Cantik Manjja","4.8","Jakarta Utara","exclusive matte lips wardah hello ruby 07 ...
- lips cream matte
- tahan lama tdk mudah menempel
- tidak kering dibibir
- warna cantik dan berani

*Tidak menerima komplain bila barang yg diterima rusak karena pengiriman oleh kurir, sebelum dikirim sdh dicek dgn baik dan bagus. MEMBELI = SETUJU
**Bila varian yg dipesan kosong akan dikirimkan varian yg ready
***Awas dgn barang tiruan
****Menerima Dropship","https://images.tokopedia.net/img/cache/100-square/product-1/2019/4/16/49318205/49318205_4a61d60f-4e8f-42fe-ac43-744ec8f87031_700_700.jpg.webp?ect=4g"
"1661859193-613","https://www.tokopedia.com/search?navsource=&page=20&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Everyday Matte Lip Shot | Lip Cream MatteRp35.300PekalonganMegaria Store5.0Terjual 9","https://www.tokopedia.com/megaria102/wardah-everyday-matte-lip-shot-lip-cream-matte-1?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Everyday Matte Lip Shot | Lip Cream Matte - 1","5","(4 rating)","Rp35.300","Terjual 9","Baru","50 Gram","Lip Cream","Megaria Store","4.9","Kota Pekalongan","Produk terbaru dari wardah yaitu Wardah Everyday Matte Lip Shot,dia lip yv quick set,matte finish dan ada kandungan vitamin C infused,dengan warna yg buat bibir segar ada 5 varian.

Terdiri dari varian :
1. FYP
2. Throwback
3. Nowplaying
4. OOTD
05. Mood

----------------------------------------------
*Note* Mohon Perhatian ⚠️⚠️
Sebagai saran, untuk pesanan kakak agar lebih aman, serta meninimalisir kerusakan dikarenakan handling oleh pihak kurir yang tidak menentu, maka kami sarankan untuk menambahkan bubble wrap.

*Note* Penting Jika Anda menerima pesanan yang tidak sesuai/kurang/rusak ⚠️⚠️
1. Mohon untuk melakukan VIDEO UNBOXING (PEMBUKAAN PAKET), FOTO saat paket sudah diterima, FOTO RESI & LABEL saat paket sudah diterima.
2. Jika tidak ada VIDEO UNBOXING & FOTO salah satu dari kelengkapan yang disebutkan di atas, maka segala bentuk komplain yang masuk tidak bisa ditindaklanjuti & dianggap tidak sah.
3. Jika kerusakan packaging hanya pada bagian luar (bagian dalam utuh, produk tidak ada kerusakan/ kekurangan, dll) maka disebabkan penanganan paket dari Pihak Jasa Ekspedisi yang kurang baik, maka lakukan komplain ke Pihak Jasa Ekspedisi.

https://www.tokopedia.com/megaria102/add-packing-kardus-bubble-wrap-box-karton-packing-extra-aman

https://www.tokopedia.com/megaria102/add-bubble-wrap-packing-extra-aman-bungkus-kemasan-bubbel-lapis","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/16/ec392e07-2544-4442-b258-43eb324c9bcd.jpg.webp?ect=4g"
"1661859902-668","https://www.tokopedia.com/search?navsource=&page=19&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","Wardah Exclusive Matte Lip Cream / Lipstik Matte - 12 Plum It UpRp52.900Jakarta BaratRed Wine Official5.0Terjual 2","https://www.tokopedia.com/redwine-official/wardah-exclusive-matte-lip-cream-lipstik-matte-12-plum-it-up?extParam=ivf%3Dfalse%26src%3Dsearch","Wardah Exclusive Matte Lip Cream / Lipstik Matte - 12 Plum It Up","5","(1 rating)","Rp52.900","Terjual 2","Baru","167 Gram","Lip Cream","Red Wine Official","4.9","Jakarta Barat","Liquid lipstick dengan tekstur velvety creamy
Memberikan efek matte yang tidak lengket
Terasa ringan di bibir
Variasi warna mewah sempurna
Tahan lama
TANGGAL YANG TERTERA DI KEMASAN ADALAH TANGGAL PRODUKSI, BUKAN TANGGAL EXPIRED
Shelf life 2 tahun","https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/14/c2b964dc-16d1-4f62-9e9d-931292dd74c1.jpg.webp?ect=4g"
"1661859683-648","https://www.tokopedia.com/search?navsource=&page=19&q=kosmetik&rt=4%2C5&sc=2228&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product","NYX Soft Matte Lip Cream Original USARp79.500Jakarta SelatanEllya234 Collection4.5Terjual 5","https://www.tokopedia.com/ellya234/nyx-soft-matte-lip-cream-original-usa-transylvania?extParam=ivf%3Dfalse%26src%3Dsearch","NYX Soft Matte Lip Cream Original USA - Transylvania","4.5","(2 rating)","Rp79.500","Terjual 5","Baru","100 Gram","Lip Cream","Ellya234 Collection","4.8","Jakarta Selatan","READY STOCK NYX SMLC 
100% Original USA 

NYX Soft matte lip cream yang waterproof, tahan lama dan tidak harus sering touch up setalah digunakan untuk makan dan minum.. 
Sangat mudah diapplikasikan, hasil matte dan tahan lama. 

SMLC 01 - Amsterdam 
SMLC 04 - London 
SMLC 05 - Antwerp 
SMLC 09 - Abu Dhabi 
SMLC 12 - Buenos Aires 
SMLC 13 - Sydney 
SMLC 14 - Zurich 
SMLC 15 - Athens
SMLC 20 - Copenhagen 
SMLC 21 - Transylvania 
SMLC 23 - Berlin 
SMLC 24 - Paris 
SMLC 25 - Budapest
SMLC 27 - Madrid 

Tekstur dari NYX Soft Matte Lip Cream ini Creamy. Tetapi ga seperti lipstik creamy biasanya. Dia gak lengket dan gak glossy. Selain itu setelah beberapa lama teksturnya akan berubah di bibir menjadi matte. 

Applikator dari NYX Soft Matte Lip Cream ini berbentuk sponge yang ujungnya memipih dan meruncing. Jadi mempermudah untuk menggapplikasikan bagian-bagian cupid lips yang sulit. 

Untuk beberapa warna (nude & dark shades) kita harus re-apply 2-3kali baru kita bisa mendapatkan warna yang sesuai dengan yang ada di packaging nya.","https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/24/c9bc15fa-a59d-4a39-b9ad-a65d8dc605aa.jpg.webp?ect=4g"
