web-scraper-order,web-scraper-start-url,product,product-href,product_name,product_rating,rating_amount,price,product_sold,condition,unit_weight,category,store_name,store_rating,store_location,description,image_1-src
"1661935201-1033","https://www.tokopedia.com/search?page=9&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","(IBOX) Macbook Pro 13"" M1 Chip 256GB 512GB 8GB MYD82 MYD92 Resmi IndoRp18.750.000CashbackJakarta PusatPutra Group5.0Terjual 100+","https://www.tokopedia.com/putragroup/ibox-macbook-pro-13-m1-chip-256gb-512gb-8gb-myd82-myd92-resmi-indo-256gb-8gb-silver?extParam=ivf%3Dfalse%26src%3Dsearch","(IBOX) Macbook Pro 13"" M1 Chip 256GB 512GB 8GB MYD82 MYD92 Resmi Indo - 256GB 8GB, Silver","5","(39 rating)","Rp18.750.000","Terjual 100+","Baru","4.000 Gram","Laptop Consumer","Putra Group","5.0","Jakarta Pusat","Order Macbook Pro 2022 M2 Pro? Kesini ya
https://www.tokopedia.com/putragroup/apple-macbook-pro-2022-m2-chip-13-inch-256gb-512gb-grey-silver-ibox-inter-256gb-8gb-space-grey

*Mohon Dibaca jadi ga miskom*

Untuk Iklan ini = Macbook Pro M1 2020 ( launched date akhir 2020 ) 
Masuk ke Indonesia secara resmi di 2021 awal
Jadi kalo kalian cek ke web resmi Apple ya pasti tulisana Macbook Pro 2020 M1 ya :D

PASTI READY - ORIGINAL - BRAND NEW

Produk : Macbook Pro M1 Chipset 2020 (Free Install Micrsoft Office Crack) 

Baca Ulasan kami disini :
https://www.tokopedia.com/putragroup/review

Sekilas info Putra Group :

1. Positif review 99 % dr 100 % kepuasan customer
2. Sudah melayani 15,000 ++ customer secara online
3. Garansi Resmi Apple 1 Tahun
4. Brand new - Original - Segel
5. After sales yg siap melayani anda selama 24 jam

Variant Inter :
Garansi Resmi Apple International 1 Tahun
Colokan Luar Negeri harus pake converter

Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine
8GB unified memory
256/512GB SSD storage¹
13-inch Retina display with True Tone
Magic Keyboard
Touch Bar and Touch ID
Force Touch trackpad
Two Thunderbolt / USB 4 ports

Apple Magic Mouse 2 :
https://www.tokopedia.com/putragroup/resmi-apple-magic-mouse-2-2021-silver-white-mk2e3-garansi-1-tahun-resmi-inter-silver-mla02

Apple Original USB Converter : 
https://www.tokopedia.com/putragroup/ready-stock-apple-usb-c-to-usb-original-mj1m2am

Office 365
https://www.tokopedia.com/putragroup/original-microsoft-office-365-personal-for-mac-macbook-ipad-1-tahun-card

Office Lifetime
https://www.tokopedia.com/putragroup/original-microsoft-office-home-student-business-for-mac-lifetime-2019-student

Hyperdrive
https://www.tokopedia.com/putragroup/etalase/hyperdrive","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/13/992f46cd-3fb6-4822-b2b5-5f2ddd183f94.png.webp?ect=4g"
"1661933001-958","https://www.tokopedia.com/search?page=10&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","New Apple Macbook Pro 2020 M1 Chip 8GB RAM 256GB SSD 13.3 InchRp18.880.000Jakarta PusatApple Flash Sale5.0Terjual 50+","https://www.tokopedia.com/appleflashsale/new-apple-macbook-pro-2020-m1-chip-8gb-ram-256gb-ssd-13-3-inch-garansi-ibox-silver?extParam=ivf%3Dfalse%26src%3Dsearch","New Apple Macbook Pro 2020 M1 Chip 8GB RAM 256GB SSD 13.3 Inch - Garansi IBOX, Silver","5","(32 rating)","Rp18.880.000","Terjual 50+","Baru","3.000 Gram","Laptop Consumer","Apple Flash Sale","5.0","Jakarta Pusat","*Apple Flash Sale*
- GRAB/GOJEK Maximal jam 14.00 WIB (Pengiriman Di JAM  12.00 dan 15.00 WIB)
- Ekspedisi Maximal jam 16.45 WIB
- Garansi toko 3x24 jam
- Garansi 1 tahun internasional (bisa dibantu claim)
- Barang original BNIB (bukan refurbish/second)
- Packing kayu dikenakan biaya tambahan
- Free packing menggunakan bubble wrap tebal
- Free Case (Selama Masih Ada)

***************


Spesifikasi:
Apple M1 chip; 8-core CPU with 4 performance cores and 4 efficiency cores, 8-core GPU, 16-core Neural Engine
13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors
True Tone technology
8GB Memory
256GB SSD Storage
Magic Keyboard
Touch Bar and Touch ID
3.5 mm headphone jack
Two Thunderbolt / USB 4 ports

In the box:
13-inch MacBook Pro
61W USB-C Power Adapter
USB-C Charge Cable (2 m)

Link packing kayu
https://www.tokopedia.com/appleflashsale/tambahan-biaya-packing-kayu","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/8/1e44d36c-f7fd-4415-a7e8-8b0fe7ddf63a.jpg.webp?ect=4g"
"1661934777-1017","https://www.tokopedia.com/search?page=9&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Macbook Pro 2019 TouchBar 16"" MVVK2 2.3GHz 8-Core i9 16Gb 1TB GreyRp30.625.000CashbackJakarta Pusatchocoapple4.9Terjual 50+","https://www.tokopedia.com/chocoapple/macbook-pro-2019-touchbar-16-mvvk2-2-3ghz-8-core-i9-16gb-1tb-grey?extParam=ivf%3Dfalse%26src%3Dsearch","Macbook Pro 2019 TouchBar 16"" MVVK2 2.3GHz 8-Core i9 16Gb 1TB Grey","4.9","(39 rating)","Rp30.625.000","Terjual 50+","Baru","4 Kilogram","Laptop Consumer","chocoapple","4.8","Jakarta Pusat","KENAPA HARUS BELI SAMA Choco Apple?
1. TRUSTED SELLER
bukan cuma seller musiman yang setelah barang jualannya laku trus menghilang entah kemana.
2. BARANG DIJAMIN BRAND NEW IN BOX + SEGEL
3. BARANG READY STOCK
4. MENERIMA TRANSAKSI VIA TOKOPEDIA
5. CLAIM GARANSI KAMI BANTU

**** BACA INI SEBELUM MEMBELI ****
- Barang Asli dari Apple Store
- Barang New BNIB SEGEL
- Warranty Apple 1 Tahun, Bisa bantu Claim garansi","https://images.tokopedia.net/img/cache/100-square/product-1/2020/7/24/5138814/5138814_f0312fd0-5d9e-4cd6-b069-6fa4cf7438e7_1080_1080.webp?ect=4g"
"1661940624-1211","https://www.tokopedia.com/search?page=6&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","WIBApple MACBOOK AIR 2020 M1 CHIP 512GB RAM 8GB Garansi IBOXRp18.499.00012%Rp21.000.000Jakarta Pusattokobaru_official5.0Terjual 50+","https://www.tokopedia.com/tokobaruofficial/apple-macbook-air-2020-m1-chip-512gb-ram-8gb-garansi-ibox-gold?extParam=ivf%3Dfalse%26src%3Dsearch","Apple MACBOOK AIR 2020 M1 CHIP 512GB RAM 8GB Garansi IBOX - GOLD","5","(28 rating)","Rp18.499.000","Terjual 50+","Baru","3 kg","Laptop Consumer","tokobaru_official","4.9","Jakarta Pusat","Garansi Resmi Apple Indonesia 1 Tahun IBOX
100% BARANG BARU BNIB ORIGINAL KODE ID/A (resmi region Indonesia)
harga include PPN 10% (bisa faktur pajak resmi)
bukan barang INTER/BM yah kak :) 

Link Magic Mouse 2 MK2E3ID/A : https://www.tokopedia.com/tokobaruofficial/apple-magic-mouse-2-original-pack-resmi-apple-mla02id-a-white-silver
 
SICEPAT WAJIB PACKING KAYU https://www.tokopedia.com/tokobaruofficial/packing-kayu-untuk-macbook

MGNA3ID/A : SILVER
MGNE3ID/A : GOLD
MGN73ID/A : SPACEGRAY

Specification Apple MacBook Air M1 2020 :
Apple M1 chip with 8‑core CPU, 8‑core GPU, and 16‑core Neural Engine
RAM 8GB unified memory
Internal 512GB SSD storage
Retina display with True Tone
Backlit Magic Keyboard - US English
Touch ID
Force Touch trackpad
Two Ports Thunderbolt / USB 4

In The Box :
MacBook Air M1
USB-C Charge Cable (2m)
30W USB-C Power Adapter","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/2/28/7b1f3499-b66b-4747-883e-951675582620.jpg.webp?ect=4g"
"1661944252-1400","https://www.tokopedia.com/search?page=3&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Apple MacBook Air M1 Chip 2020 256GB / 512GB SPACE GRAY, GOLD, SILVERRp14.352.000CashbackJakarta PusatMARKAS APPLE4.9Terjual 70+","https://www.tokopedia.com/markasapple/apple-macbook-air-m1-chip-2020-256gb-512gb-space-gray-gold-silver-8gb-256gb-japan-space-grey?extParam=ivf%3Dfalse%26src%3Dsearch","Apple MacBook Air M1 Chip 2020 256GB / 512GB SPACE GRAY, GOLD, SILVER - 8GB 256GB JAPAN, Space Grey","4.9","(20 rating)","Rp14.352.000","Terjual 70+","Baru","2,9 kg","Laptop Consumer","MARKAS APPLE","4.9","Jakarta Pusat","MARKAS APPLE
- CASHBACK HINGGA 500RB
- GRATIS ONGKIR
- BERGARANSI  
- 100% ORIGINAL  
- BRAND NEW IN BOX

Free INSTAL OFFICE Permanent *Tulis di catatan
Bonus  
- SLEEVE CASE  
- SILICONE KEYBOARD
- SCREEN GUARD  
*Bonus hanya dpt 1 secara random, tidk bisa dikomplain

Ulasan Kami 
https://www.tokopedia.com/markasapple/review

Magic Mouse 2 
https://tokopedia.com/markasapple/apple-magic-mouse-2-black-white-bluetooth-for-mac-ipad-garansi-1-tahun


Garansi
INTER : Garansi internasional 1 tahun , region Japan
IBOX : Garansi Resmi indonesia 1 tahun

Cek Resmi dan Garansi : checkcoverage.apple.com

13-inch MacBook Air
Apple M1 chip with 8‑core CPU, 7‑core GPU, and 16‑core Neural Engine
8GB unified memory
256GB SSD storage¹

Apple M1 chip with 8‑core CPU, 8‑core GPU, and 16‑core Neural Engine
8GB unified memory
512GB SSD storage¹

Retina display with True Tone
Magic Keyboard
Touch ID
Force Touch trackpad
Two Thunderbolt / USB 4 ports

KELEBIHAN MARKAS APPLE ? 
- Packing di jamin Aman dengan bubble warp tebal
- Harga KHUSUS untuk Reseller
- kami memberikan garansi ganti unit selama 1 hari dengan catatan diluar human error dan terdapat lampiran video unboxing.
- Kami memiliki Aftersales yang profesional dan kooperatif
- Khusus untuk garansi international claim juga bisa di indonesia (kecuali ibox), atau bisa lewat kami langsung","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/7/25/2337e231-1f85-47e6-b9c5-002eb5de2e69.jpg.webp?ect=4g"
"1661937608-1121","https://www.tokopedia.com/search?page=8&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Laptop Apple Macbook Air Second 2013 2014 2015 11 inch Core i5 A1465Rp4.149.000CashbackJakarta PusatCERATECH5.0Terjual 4","https://www.tokopedia.com/ceratech/laptop-apple-macbook-air-second-2013-2014-2015-11-inch-core-i5-a1465-2011-ram-2-128?extParam=ivf%3Dfalse%26src%3Dsearch","Laptop Apple Macbook Air Second 2013 2014 2015 11 inch Core i5 A1465 - 2011 RAM 2/128","5","(4 rating)","Rp4.149.000","Terjual 4","Bekas","3 - 4 kg","Laptop Consumer","CERATECH","4.8","Jakarta Pusat","WELCOME TO CERATECH
SELAMAT DATANG & SELAMAT BERBELANJA💻

Spesifikasi :
- Layar 11 inch, dengan Resolusi 1366 x 768
- Processor Intel Core i5
- RAM 2 / 4 / 8 GB DDR 3
- SSD 128 GB
- Intel HD Graphics 5000
- macOS (Updateable)
- Keyboard backlit , Kamera , Speaker , Wifi (fungsional normal 100%)
- Normal tested siap pakai. Windows, OFFICE Aktif
- Kondisi Fisik 90%, ada lecet bekas pemakaian
- Kelengkapan unit laptop dan Charger

Kenapa harus di CERATECH ???
1. Quality Check✅
2. Sudah pasti bergaransi✅
Garansi mesin 30 hari sejak barang di terima. Garansi berlaku apabila anda sudah menyelesaikan pesanan dan memberikan feedback positif serta ulasan bintang lima ⭐⭐⭐⭐⭐
3. Banyak bonusnya✅

📍Alamat lengkapnya di Harco Mangga Dua Lantai Dasar blok B no 86, Jakarta Pusat
https://wa.me/6285272023743

Jika ingin mencari produk macbook yang lain silahkan klik link dibawah ini ya kak :
https://www.tokopedia.com/ceratech/product?q=macbook&amp;srp_component_id=02.01.00.00&srp_page_id=77818&srp_page_title=CERATECH&navsource=shop

READY STOCK BANYAK :

MACBOOK PRO 2012 13INCH
https://www.tokopedia.com/ceratech/laptop-macbook-pro-13inch-mid-2012

MACBOOK PRO 2011 13INCH
https://www.tokopedia.com/ceratech/laptop-apple-macbook-pro-2011-13-inch-core-i5-second-garansi

Yuk di order!","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/3/25b2b013-c7fd-44fd-9431-ce9ad77d6b75.png.webp?ect=4g"
"1661941800-1269","https://www.tokopedia.com/search?page=6&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Macbook Pro M1 2020 13"" Touchbar MYD82/MYDA2/MYD92/MYDC2 256GB/512GBRp17.480.000Jakarta SelatanUntung Store Fatmawati5.0Terjual 9","https://www.tokopedia.com/untungstorefatmawati/macbook-pro-m1-2020-13-touchbar-myd82-myda2-myd92-mydc2-256gb-512gb-256gb-second?extParam=ivf%3Dfalse%26src%3Dsearch","Macbook Pro M1 2020 13"" Touchbar MYD82/MYDA2/MYD92/MYDC2 256GB/512GB - 256GB, Second","5","(5 rating)","Rp17.480.000","Terjual 9","Baru","0,1 - 3 kg","Laptop Consumer","Untung Store Fatmawati","4.9","Jakarta Selatan","TANYAKAN KETERSEDIAAN STOCK SEBELUM PAYMENT YA

Nama Barang : Macbook Pro Silicone M1 2020 13""


Silahkan mampir ke instagram kami ;

@untungstore https://instagram.com/untungstore?igshid=68iblbtzcyib

@untungstore_fatmawati https://instagram.com/untungstore_fatmawati?igshid=1j8nbftdgi518

Alasan utama ANDA belanja di UNTUNG STORE !

1) Semua Unit dipastikan ORIGINAL / ANTI REFURBISHED

2) Garansi Resmi Apple 1 Tahun ( Bisa titip klaim di kita )

3) UNIT DAN AKSESORIS MASIH SEGEL DAN ORIGINAL 100 %

4) TRUSTED SELLER yang sudah menjual ribuan produk di Indonesia sejak 2008

5) Terima trade in dengan gadget lama anda, silakan chat admin ya

6) Pembelian disertai nota invoice untuk memudahkan proses klaim garansi

7) Kami HARAP untuk barang yang diterima wajib divideokan saat unit diunboxing sebelum dipakai, karena KAMI tidak menerima komplain setelah unit aktif jika fisik bermasalah


Apple Magic Mouse 2
https://www.tokopedia.com/untungstore22/apple-magic-mouse-2nd-generation-white-gray","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/11/9/7f82eec9-89c6-4876-816e-fca4f03fdbfc.jpg.webp?ect=4g"
"1661944241-1399","https://www.tokopedia.com/search?page=3&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Apple MacBook Pro 2021 14 Inch M1 Pro 512GB 1TB MKGP3 MKGR3 MKGQ3Rp28.378.00019%Rp34.950.000Jakarta PusatOnestop Gaming5.0Terjual 5","https://www.tokopedia.com/onestopgaming/apple-macbook-pro-2021-14-inch-m1-pro-512gb-1tb-mkgp3-mkgr3-mkgq3-inter-512gb-silver?extParam=ivf%3Dfalse%26src%3Dsearch","Apple MacBook Pro 2021 14 Inch M1 Pro 512GB 1TB MKGP3 MKGR3 MKGQ3 - INTER, 512GB Silver","5","(2 rating)","Rp28.378.000","Terjual 5","Baru","3 kg","Laptop Consumer","Onestop Gaming","5.0","Jakarta Pusat","➡️Klik Disini Untuk Install Software dan Upgrade RAM
https://www.tokopedia.com/onestopgaming/etalase/paket-install-dan-ram

➡️Klik Disini Untuk Tambahan Pengiriman
https://www.tokopedia.com/onestopgaming/etalase/tambahan-pengiriman

Apple iMac M1 2021 CTO 24 Inch 4.5K 16GB 8C CPU 8C GPU Resmi
*GRATIS PEMASANGAN RAM DAN JUGA INSTALL SOFTWARE
*GARANSI RESMI 1 TAHUN (IBOX SELURUH INDONESIA)
*GARANSI INTER 1 TAHUN (KLAIM GARANSI KAMI BANTU)

Varian:
512GB MKGP3 - Space Grey
512GB MKGR3 - Silver
1TB MKGQ3 - Space Grey
1TB MKGT3 - Silver

📱Chat Sales Untuk Bantuan dan Konsultasi Gratis
🤙+62 895-3248-40741

APA SAJA KEUNTUNGAN BELANJA DI ONESTOP GAMING?
- Produk 100% ORIGINAL BRAND RESMI
- Barang Rusak, silakan di Retur (FAST RESPON)
- Uang kita kembalikan 2x lipat jika barang tidak original
- BNIB (Brand New In Box) barang segel.
- Kami memiliki TEAM AFTERSALES buat bantu klaim garansi
- Reseller / dropshipper are welcome
- Pesanan Langsung dikirim di hari yang sama.

Spesifikasi :
16GB RAM
MacOS
Liquid Retina XDR display
14.2-inch (diagonal)
Liquid Retina XDR
Refresh rates up to 120Hz

Apple M1 Pro Chip
(512GB SSD CONFIGURATION)
8-core CPU with 6 performance core and 2 efficiency cores
14-core GPU, 16-core Neural Engine
200GB/s memory bandwidth

(1TB SSD CONFIGURATION)
10-core CPU with 8 performance core and 2 efficiency cores
16-core GPU, 16-core Neural Engine
200GB/s memory bandwidth

➡️Klik Disini Untuk Cek Laptop Bisnis lainnya
https://www.tokopedia.com/onestopgaming/etalase/apple","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/7/19/54c13ecf-c082-4266-bf5e-34c6e6b62ce7.jpg.webp?ect=4g"
"1661935367-1046","https://www.tokopedia.com/search?page=9&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Tokopedia TeknoMacBook MacGuardRp138.000Jakarta UtaraThe Apple Stuff4.7Terjual 50+","https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHsHho_nfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_1DUSz2Q31i6sJfosJNHpHdHpJDUMoFyaUEH_jFHmFiy3zwrfo5rM1i6sJFHpjXH_KF6mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32mQJO13_-6Qu1h_Vz-HjO1gRz6zJud_9jhqV2kgRBHuJ20_32u8B29zM2gqB-k3uo-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8c-I6_oMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32oH7O_oIB6qjja_M2SHJY1e_ovzVVd_MB-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32oHJN2oI2vuJ7h_S2uH1O1gp-6zVu2gBJYvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUMYIPsCE3MP_1sVDZAVDPAxsz_CXg1YZP1YueZ7OHACioAPbzcHhu1thPBCyeu2pZOYMz1Wp1_V0_IoWZ9CGb3W9_1-5oR2XP3jfQpzvgfoHrA-m1sxkzf-MgMOorB4F1MDRZ3B_P727ucN0oVC_QfNAP7Oo1SVcQJoAH7uCrpP_UiFiy3hSUstiqfuNPfYagVY7QOYFrMYjP3o79fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHp6mFp6_np9ZFiQBYsy3Njq3zxPcuwy3zpUsth6AnDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUstposHOoaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpK7om-Pbm-FrMBsguYiq3ei6sJNHAnDUMP5y3hwq3ei6s-Y?ob=23&t=desktop&keywords=macbook&dv=desktop&management_type=1&src=search&page=9&r=https%3A%2F%2Fwww.tokopedia.com%2Ftheapplestuff%2Fmacbook-macguard-a2338-a2289-silver%3FextParam%3Divf%253Dfalse%26src%3Dtopads&is_search=1","MacBook MacGuard - A2338 A2289, Silver","4.7","(20 rating)","Rp138.000","Terjual 50+","Baru","300 Gram","Skin Laptop","The Apple Stuff","4.9","Jakarta Utara","PENTING!!
- MOHON pilih varian ukuran (kode model) sesuai dengan type MacBook yang dikehendaki.
- Selama varian bisa diklik, artinya ready.
- Orderan yang diproses sesuai dengan Invoice, bukan sesuai dengan chat.
- Kesalahan order tidak bisa ditukar/dikembalikan.
- Kode MODEL Macbook dapat dilihat di bagian belakang (bawah) macbook, terdapat tulisan kecil-kecil. Dimulai dr huruf A dan diikutin dgn 4 angka.

Informasi produk:
- Merupakan sejenis sticker film
- Melindungi bagian atas dan bawah pada Macbook Anda dari goresan ataupun noda
- Tidak akan meninggalkan bekas apapun ketika dilepas

Untuk varian A1708/A1706, silakan pilih varian A2159/A1989
Untuk varian A1932, silakan pilih varian A2337/A2179

Informasi Jadwal Pengiriman:

Senin - Jumat
Gojek/Grab: batas orderan diterima adalah jam 14.00
Kurir lainnya: batas orderan diterima adalah jam 15.00

Sabtu:
Gojek/Grab: batas orderan diterima adalah jam 12.00
Kurir lainnya: batas orderan diterima adalah jam 12.00

Minggu/kalender merah: CLOSED

Terima Kasih.","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/10/7/9e483490-576d-4e18-81cd-daad993d4a23.jpg.webp?ect=4g"
"1661941664-1259","https://www.tokopedia.com/search?page=6&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","MacBook Air 2020 M1 Chip with 8‑core CPU / 7‑core GPU BNIBRp14.652.000Jakarta BaratBeli Gadget Resmi5.0Terjual 90+","https://www.tokopedia.com/beligadgetresmi/macbook-air-2020-m1-chip-with-8-core-cpu-7-core-gpu-bnib-256-gb-gold?extParam=ivf%3Dfalse%26src%3Dsearch","MacBook Air 2020 M1 Chip with 8‑core CPU / 7‑core GPU BNIB - 256 gb, Gold","5","(47 rating)","Rp14.652.000","Terjual 90+","Baru","3,5 kg","Laptop Consumer","Beli Gadget Resmi","5.0","Jakarta Barat","MacBook Air 2020 M1 Chip with 8‑core CPU / 7‑core GPU SSD 256GB

ready 

BNIB (Brand New In Box)
100% Original Apple 

Garansi Toko 7x24 jam jika ada kendala/defect pada produk (wajib menyertakan video unboxing)

*setiap pembelian mendapatkan bonus case 13 inch
note : jika stok tersedia


Garansi 1 Tahun Apple International dan bisa dibantu claim

 The Apple M1 chip is the first system on a chip (SoC) for Mac. Packed with an astonishing 16 billion transistors, it integrates the CPU, GPU, I/O, and every other significant component and controller onto a single tiny chip. Designed by Apple, M1 brings incredible performance, custom technologies, and unparalleled power efficiency to the Mac.

With an 8-core CPU and up to 8-core GPU, M1 on MacBook Air delivers up to 3.5x faster CPU performance1 and up to 5x faster graphics2 than the previous generation.


Pengiriman ke customer 
JNE 
JNT 
Grab 
dan kami melayani COD untuk wilayah Jakarta Utara","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/7/dc3393f3-8043-4337-8405-83b25eaf16eb.jpg.webp?ect=4g"
"1661938300-1146","https://www.tokopedia.com/search?page=7&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","MacBook Pro 16"" 2021 M1 Pro 16GB | 1TB 10 Core CPU 16 GPU Gray MK193Rp37.500.000Jakarta TimurJullindo JIS5.0Terjual 3","https://www.tokopedia.com/fanzoell/macbook-pro-16-2021-m1-pro-16gb-1tb-10-core-cpu-16-gpu-gray-mk193-silver?extParam=ivf%3Dfalse%26src%3Dsearch","MacBook Pro 16"" 2021 M1 Pro 16GB | 1TB 10 Core CPU 16 GPU Gray MK193 - SILVER","5","(2 rating)","Rp37.500.000","Terjual 3","Baru","5 kg","Laptop Consumer","Jullindo JIS","4.9","Jakarta Timur","New Macbook Pro M1 Pro 16/1TB Space Grey 
Garansi 1 Tahun Resmi Apple Internasional 

Apple M1 Pro chip
10-core CPU with 8 performance cores and 2 efficiency cores
16-core GPU
16-core Neural Engine
200GB/s memory bandwidth
Media engine
Hardware-accelerated H.264, HEVC, ProRes and Pro ResRAW
Video encode engine
ProRes encode and decode engine
Configurable to:
M1 Max with 10-core CPU and 24-core GPU or M1 Max with 10-core CPU and 32-core GPU

Liquid Retina XDR display
16.2-inch (diagonal) Liquid Retina XDR display; 3456x2234 native resolution at 254 pixels per inch

XDR (Extreme Dynamic Range)
Up to 1,000 nits sustained (full-screen) brightness, 1,600 nits peak brightness
1,000,000:1 contrast ratio

MEMORY RAM 16GB unified
Storage SSD 1TB

Detail Spesifikasi
https://www.apple.com/sg/macbook-pro-14-and-16/specs/","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/10/21/53e057c4-5dfb-4c44-af74-7d3256201905.jpg.webp?ect=4g"
"1661941446-1243","https://www.tokopedia.com/search?page=6&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Macbook Pro 2014 13 inch intel i5 Ram 16Gb // 8Gb Ssd 128gb // 256GbRp6.800.000Jakarta Selatansoyustore5.0Terjual 4","https://www.tokopedia.com/soyustore/macbook-pro-2014-13-inch-intel-i5-ram-16gb-8gb-ssd-128gb-256gb-ram-8gb-128gb?extParam=ivf%3Dfalse%26src%3Dsearch","Macbook Pro 2014 13 inch intel i5 Ram 16Gb // 8Gb Ssd 128gb // 256Gb - Ram 8Gb// 128Gb","5","(2 rating)","Rp6.800.000","Terjual 4","Bekas","1 kg","Ultrabook","soyustore","4.4","Jakarta Selatan","UNTUK WILAYAH JABOTETABEK ;
. BISA LANGSUNG COD KE TOKO , CEK LANGSUNG UNIT
. UNTUK ORDER ONLINE SIAP PENGIRIMAN MENGGUNAKAN GOSEND, PASTI CEPAT SAMPAI
. UNTUK ORDER ONLONE DI LUAR JABOTETABEK ESTIMASI 1-2 HARI SAMPAI



MacBook Pro (13-inch, 2014)

Processor 2.6GHz Dual core Intel Core i5

Memory 8GB 1867 MHz DDR3

Ssd 128Gb // 256Gb

Graphics Intel iris pro 6100 1536 MB


Kondisi:

siap pakai
Mesin tested normal siap tempur untuk kerjaan
Harga termurah sejabodetabek
Foto asli ada watermark
Tidak ada minus
Di jamin anda puas toko kami pun senang

Kelengkapan: Unit dan charger

Bonus: Office dan adobe

Garansi toko 14hari sejak produk di Terima

PENGIRIMAN
- JABODETABEK Bisa pilih Grab/Gosend Sabtu minggu tetap kirim 
- Gojek Grab Instan order sebelum jam 18:00
- Untuk Luar Kota bisa pilih JNE,J&T,Sicepat,antar aja
- Sameday khusus wilayah Jabodetabek order sebelum jam 15:00
- Lewat dari itu dikirim keesokan harinya
- Kami proses sesuai jam operasional 11.00 s/d 20:00
- Packing Aman Bubble Tebal Gratis

MEMBELI = SETUJU NO KOMPLEN

WAJIB MENYERTAKAN VIDEO UNBOXING !
KERUSAKAN APAPUN KAMI ANGGAP VOID BILA TANPA VIDEO UNBOXING

Garansi Tidak Berlaku :
1. Human Error ( Jatuh, ketindihan, dsb )
2. Unit Terkena Cairan
3. Tidak ada Video Unboxing ketika barang sampai .","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/27/08a8f9bc-d24e-4241-a1bb-d71ffae49e52.jpg.webp?ect=4g"
